0,0.096627,0.087842
0,0.10652,0.10329
0,0.11332,0.11686
0,0.11606,0.12766
0,0.11787,0.13891
0,0.11867,0.15061
0,0.11837,0.16276
0,0.1169,0.17535
0,0.11418,0.18839
0,0.11011,0.20187
0,0.10462,0.21578
0,0.097636,0.23014
0,0.089067,0.24494
0,0.078838,0.26017
0,0.066868,0.27583
0,0.053078,0.29193
0,0.037389,0.30846
0,0.019722,0.32542
0,0,0.34281
0.021856,0,0.36062
0.045923,0,0.37887
0.07228,0,0.39754
0.101,0,0.41663
0.13217,0,0.43615
0.16585,0,0.45609
0.20213,0,0.47646
0.24109,0,0.49724
0.28279,0,0.51845
0.32732,0,0.54007
0.37474,0,0.56211
0.42514,0,0.58457
0.47859,0,0.60745
0.53517,0,0.63074
0.59495,0,0.65444
0.658,0,0.67856
0.70309,0,0.68179
0.72804,0,0.66185
0.75339,0,0.63924
0.77916,0,0.61388
0.80534,0,0.5857
0.83192,0,0.55462
0.85892,0,0.52056
0.88632,0,0.48345
0.91413,0,0.44322
0.94235,0,0.39978
0.97097,0,0.35308
1,0,0.30303
1,0,0.24242
1,0,0.18182
1,0,0.12121
1,0,0.060606
1,0,0
1,0,0
1,0.060606,0
1,0.12121,0
1,0.18182,0
1,0.24242,0
1,0.30303,0
1,0.36364,0
1,0.42424,0
1,0.48485,0
1,0.54545,0
1,0.60606,0
1,0.66667,0
1,0.72727,0
1,0.78788,0
1,0.84848,0
1,0.90909,0
1,0.9697,0
0.9697,1,0
0.90909,1,0
0.84848,1,0
0.78788,1,0
0.72727,1,0
0.66667,1,0
0.60606,1,0
0.54545,1,0
0.48485,1,0
0.42424,1,0
0.36364,1,0
0.30303,1,0
