0,0.021998,0.13199
0,0.023913,0.19131
0,0.020548,0.24658
0,0.01242,0.29807
0,0,0.34605
0.016281,0,0.39075
0.036034,0,0.43241
0.058902,0,0.47122
0.084563,0,0.50738
0.11272,0,0.54107
0.14311,0,0.57246
0.1755,0,0.60171
0.20965,0,0.62896
0.24538,0,0.65435
0.2825,0,0.67801
0.32086,0,0.70005
0.3603,0,0.72059
0.40069,0,0.73973
0.44191,0,0.75756
0.48386,0,0.77417
0.52643,0,0.78965
0.56955,0,0.80407
0.61313,0,0.81751
0.65711,0,0.83003
0.70141,0,0.84169
0.74599,0,0.85256
0.7908,0,0.86269
0.83579,0,0.87213
0.88092,0,0.88092
0.88911,0,0.85206
0.89674,0,0.82201
0.90385,0,0.79087
0.91048,0,0.75873
0.91665,0,0.72568
0.9224,0,0.6918
0.92776,0,0.65717
0.93276,0,0.62184
0.93741,0,0.58588
0.94174,0,0.54935
0.94578,0,0.5123
0.94955,0,0.47477
0.95305,0,0.43682
0.95632,0,0.39847
0.95936,0,0.35976
0.9622,0,0.32073
0.96484,0,0.28141
0.96731,0,0.24183
0.9696,0,0.202
0.97174,0,0.16196
0.97373,0,0.12172
0.97558,0,0.081299
0.97731,0,0.040721
0.97892,0,0
0.98043,0,0
0.98182,0.040909,0
0.98313,0.081927,0
0.98434,0.12304,0
0.98547,0.16425,0
0.98653,0.20553,0
0.98751,0.24688,0
0.98842,0.28829,0
0.98928,0.32976,0
0.99007,0.37128,0
0.99081,0.41284,0
0.9915,0.45444,0
0.99214,0.49607,0
0.99274,0.53774,0
0.9933,0.57942,0
0.99382,0.62114,0
0.9943,0.66287,0
0.99475,0.70462,0
0.99518,0.74638,0
0.99557,0.78816,0
0.99593,0.82994,0
0.99627,0.87174,0
0.99659,0.91354,0
0.99688,0.95535,0
0.99716,0.99716,0
0.95586,0.99742,0
0.91452,0.99765,0
0.87314,0.99788,0
0.83174,0.99808,0
0.7903,0.99828,0
0.74884,0.99846,0
0.70736,0.99862,0
0.66585,0.99878,0
0.62433,0.99893,0
0.58279,0.99906,0
0.54123,0.99919,0
0.49965,0.99931,0
0.45807,0.99942,0
0.41647,0.99952,0
0.37485,0.99961,0
0.33323,0.9997,0
0.2916,0.99978,0
0.24997,0.99986,0
0.20832,0.99993,0
0.16667,1,0
