   0.0000000e+00   0.0000000e+00   0.0000000e+00
   9.7779353e-04   9.7779353e-04   9.6801559e-02
   2.9641157e-03   2.9641157e-03   1.4672373e-01
   5.6707587e-03   5.6707587e-03   1.8713504e-01
   8.9855185e-03   8.9855185e-03   2.2239158e-01
   1.2841009e-02   1.2841009e-02   2.5425199e-01
   1.7190526e-02   1.7190526e-02   2.8364367e-01
   2.1999055e-02   2.1999055e-02   3.1112949e-01
   2.7238999e-02   2.7238999e-02   3.3708261e-01
   3.2887826e-02   3.2887826e-02   3.6176609e-01
   3.8926661e-02   3.8926661e-02   3.8537395e-01
   4.5339367e-02   4.5339367e-02   4.0805430e-01
   5.2111929e-02   5.2111929e-02   4.2992342e-01
   5.9232017e-02   5.9232017e-02   4.5107459e-01
   6.6688664e-02   6.6688664e-02   4.7158412e-01
   7.4472027e-02   7.4472027e-02   4.9151537e-01
   8.2573203e-02   8.2573203e-02   5.1092169e-01
   9.0984085e-02   9.0984085e-02   5.2984849e-01
   9.9697247e-02   9.9697247e-02   5.4833486e-01
   1.0870585e-01   1.0870585e-01   5.6641470e-01
   1.1800357e-01   1.1800357e-01   5.8411768e-01
   1.2758453e-01   1.2758453e-01   6.0146994e-01
   1.3744326e-01   1.3744326e-01   6.1849467e-01
   1.4757463e-01   1.4757463e-01   6.3521253e-01
   1.5797383e-01   1.5797383e-01   6.5164204e-01
   1.6863634e-01   1.6863634e-01   6.6779991e-01
   1.7955790e-01   1.7955790e-01   6.8370123e-01
   1.9073447e-01   1.9073447e-01   6.9935971e-01
   2.0216222e-01   2.0216222e-01   7.1478786e-01
   2.1383754e-01   2.1383754e-01   7.2999713e-01
   2.2575697e-01   2.2575697e-01   7.4499800e-01
   2.3791722e-01   2.3791722e-01   7.5980014e-01
   2.5031514e-01   2.5031514e-01   7.7441247e-01
   2.6294775e-01   2.6294775e-01   7.8884325e-01
   2.7581217e-01   2.7581217e-01   8.0310014e-01
   2.8890565e-01   2.8890565e-01   8.1719025e-01
   3.0222554e-01   3.0222554e-01   8.3112023e-01
   3.1576931e-01   3.1576931e-01   8.4489626e-01
   3.2953452e-01   3.2953452e-01   8.5852414e-01
   3.4351881e-01   3.4351881e-01   8.7200930e-01
   3.5771994e-01   3.5771994e-01   8.8535684e-01
   3.7213569e-01   3.7213569e-01   8.9857155e-01
   3.8676398e-01   3.8676398e-01   9.1165796e-01
   4.0160276e-01   4.0160276e-01   9.2462030e-01
   4.1665005e-01   4.1665005e-01   9.3746262e-01
   4.3190395e-01   4.3190395e-01   9.5018870e-01
   4.4736261e-01   4.4736261e-01   9.6280215e-01
   4.6302424e-01   4.6302424e-01   9.7530638e-01
   4.7888710e-01   4.7888710e-01   9.8770464e-01
   4.9494949e-01   4.9494949e-01   1.0000000e+00
   5.0505051e-01   5.0505051e-01   1.0000000e+00
   5.1515152e-01   5.1515152e-01   1.0000000e+00
   5.2525253e-01   5.2525253e-01   1.0000000e+00
   5.3535354e-01   5.3535354e-01   1.0000000e+00
   5.4545455e-01   5.4545455e-01   1.0000000e+00
   5.5555556e-01   5.5555556e-01   1.0000000e+00
   5.6565657e-01   5.6565657e-01   1.0000000e+00
   5.7575758e-01   5.7575758e-01   1.0000000e+00
   5.8585859e-01   5.8585859e-01   1.0000000e+00
   5.9595960e-01   5.9595960e-01   1.0000000e+00
   6.0606061e-01   6.0606061e-01   1.0000000e+00
   6.1616162e-01   6.1616162e-01   1.0000000e+00
   6.2626263e-01   6.2626263e-01   1.0000000e+00
   6.3636364e-01   6.3636364e-01   1.0000000e+00
   6.4646465e-01   6.4646465e-01   1.0000000e+00
   6.5656566e-01   6.5656566e-01   1.0000000e+00
   6.6666667e-01   6.6666667e-01   1.0000000e+00
   6.7676768e-01   6.7676768e-01   1.0000000e+00
   6.8686869e-01   6.8686869e-01   1.0000000e+00
   6.9696970e-01   6.9696970e-01   1.0000000e+00
   7.0707071e-01   7.0707071e-01   1.0000000e+00
   7.1717172e-01   7.1717172e-01   1.0000000e+00
   7.2727273e-01   7.2727273e-01   1.0000000e+00
   7.3737374e-01   7.3737374e-01   1.0000000e+00
   7.4747475e-01   7.4747475e-01   1.0000000e+00
   7.5757576e-01   7.5757576e-01   1.0000000e+00
   7.6767677e-01   7.6767677e-01   1.0000000e+00
   7.7777778e-01   7.7777778e-01   1.0000000e+00
   7.8787879e-01   7.8787879e-01   1.0000000e+00
   7.9797980e-01   7.9797980e-01   1.0000000e+00
   8.0808081e-01   8.0808081e-01   1.0000000e+00
   8.1818182e-01   8.1818182e-01   1.0000000e+00
   8.2828283e-01   8.2828283e-01   1.0000000e+00
   8.3838384e-01   8.3838384e-01   1.0000000e+00
   8.4848485e-01   8.4848485e-01   1.0000000e+00
   8.5858586e-01   8.5858586e-01   1.0000000e+00
   8.6868687e-01   8.6868687e-01   1.0000000e+00
   8.7878788e-01   8.7878788e-01   1.0000000e+00
   8.8888889e-01   8.8888889e-01   1.0000000e+00
   8.9898990e-01   8.9898990e-01   1.0000000e+00
   9.0909091e-01   9.0909091e-01   1.0000000e+00
   9.1919192e-01   9.1919192e-01   1.0000000e+00
   9.2929293e-01   9.2929293e-01   1.0000000e+00
   9.3939394e-01   9.3939394e-01   1.0000000e+00
   9.4949495e-01   9.4949495e-01   1.0000000e+00
   9.5959596e-01   9.5959596e-01   1.0000000e+00
   9.6969697e-01   9.6969697e-01   1.0000000e+00
   9.7979798e-01   9.7979798e-01   1.0000000e+00
   9.8989899e-01   9.8989899e-01   1.0000000e+00
   1.0000000e+00   1.0000000e+00   1.0000000e+00
